date,state,state_abbr,cases,deaths,pop,case_death,case_pop,death_pop,death_case
2020-05-22,Maine,ME,1948,75,1341582,25.973333333333333,0.0014520170962341475,5.590414898232087e-5,0.038501026694045176
2020-05-23,Maine,ME,2013,77,1341582,26.142857142857142,0.0015004673586854922,5.73949262885161e-5,0.03825136612021858
2020-05-24,Maine,ME,2055,78,1341582,26.346153846153847,0.0015317736821155918,5.8140314941613705e-5,0.03795620437956204
2020-05-25,Maine,ME,2074,78,1341582,26.58974358974359,0.0015459360665244465,5.8140314941613705e-5,0.03760848601735776
2020-05-26,Maine,ME,2109,79,1341582,26.696202531645568,0.001572024669382863,5.888570359471132e-5,0.037458511142721675
2020-05-27,Maine,ME,2137,81,1341582,26.382716049382715,0.001592895551669596,6.037648090090654e-5,0.037903603182030884
2020-05-28,Maine,ME,2189,84,1341582,26.05952380952381,0.0016316557616306718,6.261264686019937e-5,0.03837368661489264
2020-05-29,Maine,ME,2226,85,1341582,26.188235294117646,0.0016592351417952834,6.335803551329699e-5,0.038185085354896675
2020-05-30,Maine,ME,2282,89,1341582,25.640449438202246,0.0017009769063687497,6.633959012568743e-5,0.039000876424189306
2020-05-31,Maine,ME,2325,89,1341582,26.123595505617978,0.001733028618451947,6.633959012568743e-5,0.038279569892473116
2020-06-01,Maine,ME,2349,89,1341582,26.39325842696629,0.0017509179461262898,6.633959012568743e-5,0.0378884631758195
2020-06-02,Maine,ME,2377,94,1341582,25.28723404255319,0.001771788828413023,7.00665333911755e-5,0.03954564577198149
2020-06-03,Maine,ME,2418,95,1341582,25.45263157894737,0.0018023497631900248,7.081192204427311e-5,0.03928866832092639
2020-06-04,Maine,ME,2446,95,1341582,25.74736842105263,0.001823220645476758,7.081192204427311e-5,0.03883892068683565
2020-06-05,Maine,ME,2482,98,1341582,25.3265306122449,0.001850054636988272,7.304808800356594e-5,0.0394842868654311
2020-06-06,Maine,ME,2524,98,1341582,25.755102040816325,0.0018813609604183717,7.304808800356594e-5,0.03882725832012678
2020-06-07,Maine,ME,2570,99,1341582,25.95959595959596,0.001915648838460862,7.379347665666355e-5,0.03852140077821012
2020-06-08,Maine,ME,2588,99,1341582,26.141414141414142,0.001929065834216619,7.379347665666355e-5,0.038253477588871716
2020-06-09,Maine,ME,2606,100,1341582,26.06,0.001942482829972376,7.453886530976116e-5,0.038372985418265546
2020-06-10,Maine,ME,2637,100,1341582,26.37,0.001965589878218402,7.453886530976116e-5,0.037921880925293895
2020-06-11,Maine,ME,2667,100,1341582,26.67,0.00198795153781133,7.453886530976116e-5,0.03749531308586426
2020-06-12,Maine,ME,2721,100,1341582,27.21,0.002028202525078601,7.453886530976116e-5,0.036751194413818446
2020-06-13,Maine,ME,2757,100,1341582,27.57,0.0020550365165901154,7.453886530976116e-5,0.03627130939426913
2020-06-14,Maine,ME,2793,100,1341582,27.93,0.0020818705081016293,7.453886530976116e-5,0.03580379520229144
2020-06-15,Maine,ME,2810,101,1341582,27.821782178217823,0.002094542115204289,7.528425396285878e-5,0.03594306049822064
2020-06-16,Maine,ME,2819,101,1341582,27.91089108910891,0.0021012506130821673,7.528425396285878e-5,0.035828307910606594
2020-06-17,Maine,ME,2836,102,1341582,27.80392156862745,0.0021139222201848264,7.602964261595639e-5,0.03596614950634697
2020-06-18,Maine,ME,2878,102,1341582,28.215686274509803,0.0021452285436149264,7.602964261595639e-5,0.0354412786657401
2020-06-19,Maine,ME,2913,102,1341582,28.558823529411764,0.002171317146473343,7.602964261595639e-5,0.035015447991761074
2020-06-20,Maine,ME,2938,102,1341582,28.80392156862745,0.002189951862800783,7.602964261595639e-5,0.03471749489448604
2020-06-21,Maine,ME,2957,102,1341582,28.99019607843137,0.0022041142472096374,7.602964261595639e-5,0.034494420020290836
2020-06-22,Maine,ME,2971,102,1341582,29.127450980392158,0.002214549688353004,7.602964261595639e-5,0.03433187478963312
2020-06-23,Maine,ME,2994,102,1341582,29.352941176470587,0.002231693627374249,7.602964261595639e-5,0.03406813627254509
2020-06-24,Maine,ME,3017,103,1341582,29.29126213592233,0.0022488375663954944,7.677503126905399e-5,0.03413987404706662
2020-06-25,Maine,ME,3070,103,1341582,29.805825242718445,0.002288343165009668,7.677503126905399e-5,0.03355048859934854
2020-06-26,Maine,ME,3102,103,1341582,30.116504854368934,0.0023121956019087914,7.677503126905399e-5,0.03320438426821405
2020-06-27,Maine,ME,3154,104,1341582,30.326923076923077,0.002350955811869867,7.75204199221516e-5,0.032974001268230815
2020-06-28,Maine,ME,3191,104,1341582,30.682692307692307,0.002378535192034479,7.75204199221516e-5,0.03259166405515512
2020-06-29,Maine,ME,3219,105,1341582,30.65714285714286,0.0023994060743212117,7.826580857524922e-5,0.032618825722273995
2020-06-30,Maine,ME,3253,105,1341582,30.98095238095238,0.0024247492885265307,7.826580857524922e-5,0.03227789732554565
2020-07-01,Maine,ME,3294,105,1341582,31.37142857142857,0.002455310223303533,7.826580857524922e-5,0.031876138433515486
2020-07-02,Maine,ME,3328,105,1341582,31.695238095238096,0.0024806534375088514,7.826580857524922e-5,0.03155048076923077
2020-07-03,Maine,ME,3373,105,1341582,32.12380952380953,0.002514195926898244,7.826580857524922e-5,0.031129558256744735
2020-07-04,Maine,ME,3397,107,1341582,31.747663551401867,0.002532085254572587,7.975658588144445e-5,0.03149838092434501
2020-07-05,Maine,ME,3415,109,1341582,31.3302752293578,0.002545502250328344,8.124736318763966e-5,0.03191800878477306
2020-07-06,Maine,ME,3423,109,1341582,31.40366972477064,0.0025514653595531244,8.124736318763966e-5,0.03184341221151037
2020-07-07,Maine,ME,3440,110,1341582,31.272727272727273,0.002564136966655784,8.199275184073727e-5,0.03197674418604651
2020-07-08,Maine,ME,3460,110,1341582,31.454545454545453,0.0025790447397177362,8.199275184073727e-5,0.031791907514450865
2020-07-09,Maine,ME,3486,111,1341582,31.405405405405407,0.0025984248446982742,8.273814049383489e-5,0.031841652323580036
2020-07-10,Maine,ME,3499,111,1341582,31.52252252252252,0.002608114897188543,8.273814049383489e-5,0.031723349528436695
2020-07-11,Maine,ME,3520,112,1341582,31.428571428571427,0.002623768058903593,8.34835291469325e-5,0.03181818181818182
2020-07-12,Maine,ME,3539,114,1341582,31.04385964912281,0.0026379304433124477,8.497430645312773e-5,0.032212489403786376
2020-07-13,Maine,ME,3558,114,1341582,31.210526315789473,0.002652092827721302,8.497430645312773e-5,0.03204047217537943
2020-01-26,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-01-27,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-01-28,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-01-29,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-01-30,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-01-31,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-01,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-02,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-03,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-04,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-05,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-06,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-07,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-08,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-09,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-10,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-11,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-12,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-13,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-14,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-15,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-16,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-17,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-18,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-19,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-20,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-21,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-22,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-23,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-24,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-25,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-26,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-27,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-28,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-02-29,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-03-01,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-03-02,Arizona,AZ,1,0,7123898,Inf,1.403725881532835e-7,0,0
2020-03-03,Arizona,AZ,2,0,7123898,Inf,2.80745176306567e-7,0,0
2020-03-04,Arizona,AZ,2,0,7123898,Inf,2.80745176306567e-7,0,0
2020-03-05,Arizona,AZ,2,0,7123898,Inf,2.80745176306567e-7,0,0
2020-03-06,Arizona,AZ,3,0,7123898,Inf,4.2111776445985047e-7,0,0
2020-03-07,Arizona,AZ,5,0,7123898,Inf,7.018629407664175e-7,0,0
2020-03-08,Arizona,AZ,5,0,7123898,Inf,7.018629407664175e-7,0,0
2020-03-09,Arizona,AZ,6,0,7123898,Inf,8.422355289197009e-7,0,0
2020-03-10,Arizona,AZ,6,0,7123898,Inf,8.422355289197009e-7,0,0
2020-03-11,Arizona,AZ,9,0,7123898,Inf,1.2633532933795516e-6,0,0
2020-03-12,Arizona,AZ,9,0,7123898,Inf,1.2633532933795516e-6,0,0
2020-03-13,Arizona,AZ,9,0,7123898,Inf,1.2633532933795516e-6,0,0
2020-03-14,Arizona,AZ,12,0,7123898,Inf,1.6844710578394019e-6,0,0
2020-03-15,Arizona,AZ,13,0,7123898,Inf,1.8248436459926855e-6,0,0
2020-03-16,Arizona,AZ,18,0,7123898,Inf,2.526706586759103e-6,0,0
2020-03-17,Arizona,AZ,20,0,7123898,Inf,2.80745176306567e-6,0,0
2020-03-18,Arizona,AZ,28,0,7123898,Inf,3.930432468291938e-6,0,0
2020-03-19,Arizona,AZ,47,0,7123898,Inf,6.597511643204325e-6,0,0
2020-03-20,Arizona,AZ,70,1,7123898,70,9.826081170729845e-6,1.403725881532835e-7,0.014285714285714285
2020-03-21,Arizona,AZ,104,1,7123898,104,1.4598749167941484e-5,1.403725881532835e-7,0.009615384615384616
2020-03-22,Arizona,AZ,153,2,7123898,76.5,2.1477005987452377e-5,2.80745176306567e-7,0.013071895424836602
2020-03-23,Arizona,AZ,234,2,7123898,117,3.284718562786834e-5,2.80745176306567e-7,0.008547008547008548
2020-03-24,Arizona,AZ,326,6,7123898,54.333333333333336,4.576146373797042e-5,8.422355289197009e-7,0.01840490797546012
2020-03-25,Arizona,AZ,402,6,7123898,67,5.6429780437619964e-5,8.422355289197009e-7,0.014925373134328358
2020-03-26,Arizona,AZ,508,8,7123898,63.5,7.130927478186801e-5,1.122980705226268e-6,0.015748031496062992
2020-03-27,Arizona,AZ,665,15,7123898,44.333333333333336,9.334777112193353e-5,2.1055888222992526e-6,0.022556390977443608
2020-03-28,Arizona,AZ,773,15,7123898,51.53333333333333,1.0850801064248814e-4,2.1055888222992526e-6,0.01940491591203105
2020-03-29,Arizona,AZ,930,18,7123898,51.666666666666664,1.3054650698255364e-4,2.526706586759103e-6,0.01935483870967742
2020-03-30,Arizona,AZ,1169,20,7123898,58.45,1.6409555555118842e-4,2.80745176306567e-6,0.01710863986313088
2020-03-31,Arizona,AZ,1298,24,7123898,54.083333333333336,1.8220361942296198e-4,3.3689421156788038e-6,0.018489984591679505
2020-04-01,Arizona,AZ,1413,29,7123898,48.724137931034484,1.9834646706058957e-4,4.0708050564452215e-6,0.02052370842179759
2020-04-02,Arizona,AZ,1600,35,7123898,45.714285714285715,2.245961410452536e-4,4.9130405853649225e-6,0.021875
2020-04-03,Arizona,AZ,1769,41,7123898,43.146341463414636,2.483191084431585e-4,5.7552761142846236e-6,0.023176936122102882
2020-04-04,Arizona,AZ,2019,53,7123898,38.094339622641506,2.8341225548147937e-4,7.439747172124026e-6,0.026250619118375437
2020-04-05,Arizona,AZ,2269,64,7123898,35.453125,3.185054025198003e-4,8.983845641810144e-6,0.028206258263552227
2020-04-06,Arizona,AZ,2466,67,7123898,36.80597014925373,3.461588023859971e-4,9.404963406269994e-6,0.027169505271695052
2020-04-07,Arizona,AZ,2577,77,7123898,33.467532467532465,3.617401596710116e-4,1.0808689287802829e-5,0.02987970508343035
2020-04-08,Arizona,AZ,2726,80,7123898,34.075,3.826556753058508e-4,1.122980705226268e-5,0.029347028613352897
2020-04-09,Arizona,AZ,3018,89,7123898,33.91011235955056,4.236444710466096e-4,1.2493160345642231e-5,0.029489728296885356
2020-04-10,Arizona,AZ,3112,97,7123898,32.08247422680412,4.3683949433301827e-4,1.36161410508685e-5,0.031169665809768637
2020-04-11,Arizona,AZ,3393,112,7123898,30.294642857142858,4.7628419160409093e-4,1.572172987316775e-5,0.03300913645741232
2020-04-12,Arizona,AZ,3539,117,7123898,30.247863247863247,4.967785894744703e-4,1.642359281393417e-5,0.033060186493359706
2020-04-13,Arizona,AZ,3702,122,7123898,30.34426229508197,5.196593213434555e-4,1.7125455754700587e-5,0.03295515937331172
2020-04-14,Arizona,AZ,3806,131,7123898,29.053435114503817,5.34258070511397e-4,1.838880904808014e-5,0.03441933788754598
2020-04-15,Arizona,AZ,3962,142,7123898,27.901408450704224,5.561561942633092e-4,1.9932907517766256e-5,0.03584048460373549
2020-04-16,Arizona,AZ,4234,152,7123898,27.855263157894736,5.943375382410023e-4,2.1336633399299092e-5,0.03589985829003307
2020-04-17,Arizona,AZ,4507,174,7123898,25.902298850574713,6.326592548068487e-4,2.4424830338671327e-5,0.03860661193698691
2020-04-18,Arizona,AZ,4719,181,7123898,26.07182320441989,6.624182434953448e-4,2.5407438455744313e-5,0.03835558381012927
2020-04-19,Arizona,AZ,4929,188,7123898,26.21808510638298,6.918964870075343e-4,2.63900465728173e-5,0.03814161087441672
2020-04-20,Arizona,AZ,5064,191,7123898,26.513089005235603,7.108467864082276e-4,2.681116433727715e-5,0.0377172195892575
2020-04-21,Arizona,AZ,5251,213,7123898,24.652582159624412,7.370964603928917e-4,2.9899361276649384e-5,0.040563702151971054
2020-04-22,Arizona,AZ,5459,236,7123898,23.13135593220339,7.662939587287746e-4,3.3127930804174903e-5,0.0432313610551383
2020-04-23,Arizona,AZ,5769,257,7123898,22.44747081712062,8.098094610562925e-4,3.607575515539386e-5,0.04454844860461085
2020-04-24,Arizona,AZ,6045,268,7123898,22.55597014925373,8.485522953865988e-4,3.761985362507998e-5,0.04433416046319272
2020-04-25,Arizona,AZ,6280,275,7123898,22.836363636363636,8.815398536026203e-4,3.8602461742152964e-5,0.043789808917197456
2020-04-26,Arizona,AZ,6526,277,7123898,23.55956678700361,9.16071510288328e-4,3.8883206918459526e-5,0.04244560220655838
2020-04-27,Arizona,AZ,6716,277,7123898,24.24548736462094,9.42742302037452e-4,3.8883206918459526e-5,0.0412447885646218
2020-04-28,Arizona,AZ,6948,297,7123898,23.393939393939394,9.753087424890138e-4,4.16906586815252e-5,0.042746113989637305
2020-04-29,Arizona,AZ,7202,308,7123898,23.383116883116884,0.0010109633798799477,4.3234757151211316e-5,0.04276589836156623
2020-04-30,Arizona,AZ,7648,320,7123898,23.9,0.0010735695541963122,4.491922820905072e-5,0.041841004184100423
2020-05-01,Arizona,AZ,7962,330,7123898,24.12727272727273,0.0011176465468764431,4.632295409058355e-5,0.04144687264506405
2020-05-02,Arizona,AZ,8364,353,7123898,23.694050991501417,0.0011740763273140632,4.955152361810908e-5,0.04220468675274988
2020-05-03,Arizona,AZ,8640,362,7123898,23.867403314917127,0.0012128191616443695,5.0814876911488625e-5,0.04189814814814815
2020-05-04,Arizona,AZ,8919,362,7123898,24.638121546961326,0.0012519831137391354,5.0814876911488625e-5,0.04058750981051688
2020-05-05,Arizona,AZ,9305,395,7123898,23.556962025316455,0.0013061669327663029,5.5447172320546985e-5,0.04245029554003224
2020-05-06,Arizona,AZ,9707,426,7123898,22.78638497652582,0.001362596713203923,5.979872255329877e-5,0.0438858555681467
2020-05-07,Arizona,AZ,9945,450,7123898,22.1,0.0013960053891844044,6.316766466897757e-5,0.04524886877828054
2020-05-08,Arizona,AZ,10526,517,7123898,20.359767891682786,0.0014775618629014622,7.257262807524757e-5,0.049116473494204824
2020-05-09,Arizona,AZ,10960,532,7123898,20.601503759398497,0.0015384835661599872,7.467821689754682e-5,0.048540145985401455
2020-05-10,Arizona,AZ,11119,536,7123898,20.744402985074625,0.0015608028076763592,7.523970725015996e-5,0.04820577390053063
2020-05-11,Arizona,AZ,11380,542,7123898,20.99630996309963,0.0015974400531843663,7.608194277907965e-5,0.0476274165202109
2020-05-12,Arizona,AZ,11736,562,7123898,20.88256227758007,0.0016474126945669352,7.888939454214533e-5,0.04788684389911384
2020-05-13,Arizona,AZ,12176,594,7123898,20.4983164983165,0.0017091766333543798,8.33813173630504e-5,0.04878449408672799
2020-05-14,Arizona,AZ,12674,624,7123898,20.310897435897434,0.001779082182254715,8.759249500764891e-5,0.04923465362158751
2020-05-15,Arizona,AZ,13169,651,7123898,20.228878648233486,0.0018485666133905903,9.138255488778756e-5,0.04943427746981548
2020-05-16,Arizona,AZ,13631,679,7123898,20.075110456553755,0.0019134187491174073,9.531298735607949e-5,0.04981292641772431
2020-05-17,Arizona,AZ,13937,680,7123898,20.495588235294118,0.001956372761092312,9.545335994423278e-5,0.04879098801750735
2020-05-18,Arizona,AZ,14170,686,7123898,20.65597667638484,0.001989079574132027,9.629559547315248e-5,0.048412138320395204
2020-05-19,Arizona,AZ,14566,704,7123898,20.69034090909091,0.0020446671190407274,9.882230205991159e-5,0.04833173142935603
2020-05-20,Arizona,AZ,14897,747,7123898,19.94243641231593,0.0020911304457194644,1.0485832335050278e-4,0.05014432436060952
2020-05-21,Arizona,AZ,15315,763,7123898,20.072083879423328,0.002149806187567537,1.071042847609553e-4,0.04982043747959517
2020-05-22,Arizona,AZ,15608,775,7123898,20.13935483870968,0.002190935355896449,1.087887558187947e-4,0.04965402357765248
2020-05-23,Arizona,AZ,16040,799,7123898,20.075093867334168,0.002251576313978667,1.1215769793447351e-4,0.049812967581047383
2020-05-24,Arizona,AZ,16339,800,7123898,20.42375,0.002293547717836499,1.122980705226268e-4,0.048962604810575926
2020-05-25,Arizona,AZ,16561,806,7123898,20.547146401985113,0.002324710432406528,1.131403060515465e-4,0.04866855866191655
2020-05-26,Arizona,AZ,16783,807,7123898,20.796778190830235,0.002355873146976557,1.1328067863969979e-4,0.04808437108979324
2020-05-27,Arizona,AZ,17262,831,7123898,20.772563176895307,0.0024231116167019798,1.1664962075537859e-4,0.04814042405283281
2020-05-28,Arizona,AZ,17763,857,7123898,20.726954492415402,0.0024934382833667747,1.2029930804736395e-4,0.04824635478241288
