state,country,date,cases
Ningxia,China,5/26/20,75
Ningxia,China,5/27/20,75
Ningxia,China,5/28/20,75
Ningxia,China,5/29/20,75
Ningxia,China,5/30/20,75
Ningxia,China,5/31/20,75
Ningxia,China,6/1/20,75
Ningxia,China,6/2/20,75
Ningxia,China,6/3/20,75
Ningxia,China,6/4/20,75
Ningxia,China,6/5/20,75
Ningxia,China,6/6/20,75
Ningxia,China,6/7/20,75
Ningxia,China,6/8/20,75
Ningxia,China,6/9/20,75
Ningxia,China,6/10/20,75
Ningxia,China,6/11/20,75
Ningxia,China,6/12/20,75
Ningxia,China,6/13/20,75
Ningxia,China,6/14/20,75
Ningxia,China,6/15/20,75
Ningxia,China,6/16/20,75
Ningxia,China,6/17/20,75
Ningxia,China,6/18/20,75
Ningxia,China,6/19/20,75
Ningxia,China,6/20/20,75
Ningxia,China,6/21/20,75
Ningxia,China,6/22/20,75
Ningxia,China,6/23/20,75
Ningxia,China,6/24/20,75
Ningxia,China,6/25/20,75
Ningxia,China,6/26/20,75
Ningxia,China,6/27/20,75
Ningxia,China,6/28/20,75
Ningxia,China,6/29/20,75
Ningxia,China,6/30/20,75
Ningxia,China,7/1/20,75
Ningxia,China,7/2/20,75
Ningxia,China,7/3/20,75
Ningxia,China,7/4/20,75
Ningxia,China,7/5/20,75
Ningxia,China,7/6/20,75
Ningxia,China,7/7/20,75
Ningxia,China,7/8/20,75
Ningxia,China,7/9/20,75
Ningxia,China,7/10/20,75
Ningxia,China,7/11/20,75
Ningxia,China,7/12/20,75
Ningxia,China,7/13/20,75
Ningxia,China,7/14/20,75
Ningxia,China,7/15/20,75
Ningxia,China,7/16/20,75
Qinghai,China,1/22/20,0
Qinghai,China,1/23/20,0
Qinghai,China,1/24/20,0
Qinghai,China,1/25/20,1
Qinghai,China,1/26/20,1
Qinghai,China,1/27/20,6
Qinghai,China,1/28/20,6
Qinghai,China,1/29/20,6
Qinghai,China,1/30/20,8
Qinghai,China,1/31/20,8
Qinghai,China,2/1/20,9
Qinghai,China,2/2/20,11
Qinghai,China,2/3/20,13
Qinghai,China,2/4/20,15
Qinghai,China,2/5/20,17
Qinghai,China,2/6/20,18
Qinghai,China,2/7/20,18
Qinghai,China,2/8/20,18
Qinghai,China,2/9/20,18
Qinghai,China,2/10/20,18
Qinghai,China,2/11/20,18
Qinghai,China,2/12/20,18
Qinghai,China,2/13/20,18
Qinghai,China,2/14/20,18
Qinghai,China,2/15/20,18
Qinghai,China,2/16/20,18
Qinghai,China,2/17/20,18
Qinghai,China,2/18/20,18
Qinghai,China,2/19/20,18
Qinghai,China,2/20/20,18
Qinghai,China,2/21/20,18
Qinghai,China,2/22/20,18
Qinghai,China,2/23/20,18
Qinghai,China,2/24/20,18
Qinghai,China,2/25/20,18
Qinghai,China,2/26/20,18
Qinghai,China,2/27/20,18
Qinghai,China,2/28/20,18
Qinghai,China,2/29/20,18
Qinghai,China,3/1/20,18
Qinghai,China,3/2/20,18
Qinghai,China,3/3/20,18
Qinghai,China,3/4/20,18
Qinghai,China,3/5/20,18
Qinghai,China,3/6/20,18
Qinghai,China,3/7/20,18
Qinghai,China,3/8/20,18
Qinghai,China,3/9/20,18
Qinghai,China,3/10/20,18
Qinghai,China,3/11/20,18
Qinghai,China,3/12/20,18
Qinghai,China,3/13/20,18
Qinghai,China,3/14/20,18
Qinghai,China,3/15/20,18
Qinghai,China,3/16/20,18
Qinghai,China,3/17/20,18
Qinghai,China,3/18/20,18
Qinghai,China,3/19/20,18
Qinghai,China,3/20/20,18
Qinghai,China,3/21/20,18
Qinghai,China,3/22/20,18
Qinghai,China,3/23/20,18
Qinghai,China,3/24/20,18
Qinghai,China,3/25/20,18
Qinghai,China,3/26/20,18
Qinghai,China,3/27/20,18
Qinghai,China,3/28/20,18
Qinghai,China,3/29/20,18
Qinghai,China,3/30/20,18
Qinghai,China,3/31/20,18
Qinghai,China,4/1/20,18
Qinghai,China,4/2/20,18
Qinghai,China,4/3/20,18
Qinghai,China,4/4/20,18
Qinghai,China,4/5/20,18
Qinghai,China,4/6/20,18
Qinghai,China,4/7/20,18
Qinghai,China,4/8/20,18
Qinghai,China,4/9/20,18
Qinghai,China,4/10/20,18
Qinghai,China,4/11/20,18
Qinghai,China,4/12/20,18
Qinghai,China,4/13/20,18
Qinghai,China,4/14/20,18
Qinghai,China,4/15/20,18
Qinghai,China,4/16/20,18
Qinghai,China,4/17/20,18
Qinghai,China,4/18/20,18
Qinghai,China,4/19/20,18
Qinghai,China,4/20/20,18
Qinghai,China,4/21/20,18
Qinghai,China,4/22/20,18
Qinghai,China,4/23/20,18
Qinghai,China,4/24/20,18
Qinghai,China,4/25/20,18
Qinghai,China,4/26/20,18
Qinghai,China,4/27/20,18
Qinghai,China,4/28/20,18
Qinghai,China,4/29/20,18
Qinghai,China,4/30/20,18
Qinghai,China,5/1/20,18
Qinghai,China,5/2/20,18
Qinghai,China,5/3/20,18
Qinghai,China,5/4/20,18
Qinghai,China,5/5/20,18
Qinghai,China,5/6/20,18
Qinghai,China,5/7/20,18
Qinghai,China,5/8/20,18
Qinghai,China,5/9/20,18
Qinghai,China,5/10/20,18
Qinghai,China,5/11/20,18
Qinghai,China,5/12/20,18
Qinghai,China,5/13/20,18
Qinghai,China,5/14/20,18
Qinghai,China,5/15/20,18
Qinghai,China,5/16/20,18
Qinghai,China,5/17/20,18
Qinghai,China,5/18/20,18
Qinghai,China,5/19/20,18
Qinghai,China,5/20/20,18
Qinghai,China,5/21/20,18
Qinghai,China,5/22/20,18
Qinghai,China,5/23/20,18
Qinghai,China,5/24/20,18
Qinghai,China,5/25/20,18
Qinghai,China,5/26/20,18
Qinghai,China,5/27/20,18
Qinghai,China,5/28/20,18
Qinghai,China,5/29/20,18
Qinghai,China,5/30/20,18
Qinghai,China,5/31/20,18
Qinghai,China,6/1/20,18
Qinghai,China,6/2/20,18
Qinghai,China,6/3/20,18
Qinghai,China,6/4/20,18
Qinghai,China,6/5/20,18
Qinghai,China,6/6/20,18
Qinghai,China,6/7/20,18
Qinghai,China,6/8/20,18
Qinghai,China,6/9/20,18
Qinghai,China,6/10/20,18
Qinghai,China,6/11/20,18
Qinghai,China,6/12/20,18
Qinghai,China,6/13/20,18
Qinghai,China,6/14/20,18
Qinghai,China,6/15/20,18
Qinghai,China,6/16/20,18
Qinghai,China,6/17/20,18
Qinghai,China,6/18/20,18
Qinghai,China,6/19/20,18
Qinghai,China,6/20/20,18
Qinghai,China,6/21/20,18
Qinghai,China,6/22/20,18
Qinghai,China,6/23/20,18
Qinghai,China,6/24/20,18
Qinghai,China,6/25/20,18
Qinghai,China,6/26/20,18
Qinghai,China,6/27/20,18
Qinghai,China,6/28/20,18
Qinghai,China,6/29/20,18
Qinghai,China,6/30/20,18
Qinghai,China,7/1/20,18
Qinghai,China,7/2/20,18
Qinghai,China,7/3/20,18
Qinghai,China,7/4/20,18
Qinghai,China,7/5/20,18
Qinghai,China,7/6/20,18
Qinghai,China,7/7/20,18
Qinghai,China,7/8/20,18
Qinghai,China,7/9/20,18
Qinghai,China,7/10/20,18
Qinghai,China,7/11/20,18
Qinghai,China,7/12/20,18
Qinghai,China,7/13/20,18
Qinghai,China,7/14/20,18
Qinghai,China,7/15/20,18
Qinghai,China,7/16/20,18
Shaanxi,China,1/22/20,0
Shaanxi,China,1/23/20,3
Shaanxi,China,1/24/20,5
Shaanxi,China,1/25/20,15
Shaanxi,China,1/26/20,22
Shaanxi,China,1/27/20,35
Shaanxi,China,1/28/20,46
Shaanxi,China,1/29/20,56
Shaanxi,China,1/30/20,63
Shaanxi,China,1/31/20,87
Shaanxi,China,2/1/20,101
Shaanxi,China,2/2/20,116
Shaanxi,China,2/3/20,128
Shaanxi,China,2/4/20,142
Shaanxi,China,2/5/20,165
Shaanxi,China,2/6/20,173
Shaanxi,China,2/7/20,184
Shaanxi,China,2/8/20,195
Shaanxi,China,2/9/20,208
Shaanxi,China,2/10/20,213
Shaanxi,China,2/11/20,219
Shaanxi,China,2/12/20,225
Shaanxi,China,2/13/20,229
Shaanxi,China,2/14/20,230
Shaanxi,China,2/15/20,232
Shaanxi,China,2/16/20,236
Shaanxi,China,2/17/20,240
Shaanxi,China,2/18/20,240
Shaanxi,China,2/19/20,242
Shaanxi,China,2/20/20,245
Shaanxi,China,2/21/20,245
Shaanxi,China,2/22/20,245
Shaanxi,China,2/23/20,245
Shaanxi,China,2/24/20,245
Shaanxi,China,2/25/20,245
Shaanxi,China,2/26/20,245
Shaanxi,China,2/27/20,245
Shaanxi,China,2/28/20,245
Shaanxi,China,2/29/20,245
Shaanxi,China,3/1/20,245
Shaanxi,China,3/2/20,245
Shaanxi,China,3/3/20,245
Shaanxi,China,3/4/20,245
Shaanxi,China,3/5/20,245
Shaanxi,China,3/6/20,245
Shaanxi,China,3/7/20,245
Shaanxi,China,3/8/20,245
Shaanxi,China,3/9/20,245
Shaanxi,China,3/10/20,245
Shaanxi,China,3/11/20,245
Shaanxi,China,3/12/20,245
Shaanxi,China,3/13/20,245
Shaanxi,China,3/14/20,245
Shaanxi,China,3/15/20,245
Shaanxi,China,3/16/20,245
Shaanxi,China,3/17/20,246
Shaanxi,China,3/18/20,246
Shaanxi,China,3/19/20,246
Shaanxi,China,3/20/20,247
Shaanxi,China,3/21/20,248
Shaanxi,China,3/22/20,248
Shaanxi,China,3/23/20,248
Shaanxi,China,3/24/20,249
Shaanxi,China,3/25/20,250
Shaanxi,China,3/26/20,253
Shaanxi,China,3/27/20,253
Shaanxi,China,3/28/20,253
Shaanxi,China,3/29/20,253
Shaanxi,China,3/30/20,253
Shaanxi,China,3/31/20,253
Shaanxi,China,4/1/20,255
Shaanxi,China,4/2/20,255
Shaanxi,China,4/3/20,255
Shaanxi,China,4/4/20,256
Shaanxi,China,4/5/20,256
Shaanxi,China,4/6/20,256
Shaanxi,China,4/7/20,256
Shaanxi,China,4/8/20,256
Shaanxi,China,4/9/20,256
Shaanxi,China,4/10/20,256
Shaanxi,China,4/11/20,256
Shaanxi,China,4/12/20,256
Shaanxi,China,4/13/20,256
Shaanxi,China,4/14/20,256
Shaanxi,China,4/15/20,256
Shaanxi,China,4/16/20,256
Shaanxi,China,4/17/20,256
Shaanxi,China,4/18/20,256
Shaanxi,China,4/19/20,256
Shaanxi,China,4/20/20,256
Shaanxi,China,4/21/20,277
Shaanxi,China,4/22/20,279
Shaanxi,China,4/23/20,279
Shaanxi,China,4/24/20,286
Shaanxi,China,4/25/20,286
Shaanxi,China,4/26/20,286
Shaanxi,China,4/27/20,286
Shaanxi,China,4/28/20,306
Shaanxi,China,4/29/20,306
Shaanxi,China,4/30/20,306
Shaanxi,China,5/1/20,306
Shaanxi,China,5/2/20,306
Shaanxi,China,5/3/20,306
Shaanxi,China,5/4/20,306
Shaanxi,China,5/5/20,308
Shaanxi,China,5/6/20,308
Shaanxi,China,5/7/20,308
Shaanxi,China,5/8/20,308
Shaanxi,China,5/9/20,308
Shaanxi,China,5/10/20,308
Shaanxi,China,5/11/20,308
Shaanxi,China,5/12/20,308
Shaanxi,China,5/13/20,308
Shaanxi,China,5/14/20,308
Shaanxi,China,5/15/20,308
Shaanxi,China,5/16/20,308
Shaanxi,China,5/17/20,308
Shaanxi,China,5/18/20,308
Shaanxi,China,5/19/20,308
Shaanxi,China,5/20/20,308
Shaanxi,China,5/21/20,308
Shaanxi,China,5/22/20,308
Shaanxi,China,5/23/20,308
Shaanxi,China,5/24/20,308
Shaanxi,China,5/25/20,308
Shaanxi,China,5/26/20,308
Shaanxi,China,5/27/20,308
Shaanxi,China,5/28/20,308
Shaanxi,China,5/29/20,308
Shaanxi,China,5/30/20,308
Shaanxi,China,5/31/20,308
Shaanxi,China,6/1/20,309
Shaanxi,China,6/2/20,309
Shaanxi,China,6/3/20,309
Shaanxi,China,6/4/20,309
Shaanxi,China,6/5/20,309
Shaanxi,China,6/6/20,311
Shaanxi,China,6/7/20,311
Shaanxi,China,6/8/20,311
Shaanxi,China,6/9/20,311
Shaanxi,China,6/10/20,311
Shaanxi,China,6/11/20,311
Shaanxi,China,6/12/20,311
Shaanxi,China,6/13/20,311
Shaanxi,China,6/14/20,313
Shaanxi,China,6/15/20,313
Shaanxi,China,6/16/20,313
Shaanxi,China,6/17/20,314
Shaanxi,China,6/18/20,314
Shaanxi,China,6/19/20,314
Shaanxi,China,6/20/20,316
Shaanxi,China,6/21/20,317
Shaanxi,China,6/22/20,317
Shaanxi,China,6/23/20,319
Shaanxi,China,6/24/20,319
Shaanxi,China,6/25/20,319
Shaanxi,China,6/26/20,319
Shaanxi,China,6/27/20,320
Shaanxi,China,6/28/20,320
Shaanxi,China,6/29/20,320
Shaanxi,China,6/30/20,320
Shaanxi,China,7/1/20,320
Shaanxi,China,7/2/20,320
Shaanxi,China,7/3/20,320
Shaanxi,China,7/4/20,320
Shaanxi,China,7/5/20,321
Shaanxi,China,7/6/20,321
Shaanxi,China,7/7/20,321
Shaanxi,China,7/8/20,321
Shaanxi,China,7/9/20,321
Shaanxi,China,7/10/20,321
Shaanxi,China,7/11/20,321
Shaanxi,China,7/12/20,321
Shaanxi,China,7/13/20,321
Shaanxi,China,7/14/20,321
Shaanxi,China,7/15/20,321
Shaanxi,China,7/16/20,321
Shandong,China,1/22/20,2
Shandong,China,1/23/20,6
Shandong,China,1/24/20,15
Shandong,China,1/25/20,27
Shandong,China,1/26/20,46
Shandong,China,1/27/20,75
Shandong,China,1/28/20,95
Shandong,China,1/29/20,130
Shandong,China,1/30/20,158
Shandong,China,1/31/20,184
Shandong,China,2/1/20,206
Shandong,China,2/2/20,230
Shandong,China,2/3/20,259
Shandong,China,2/4/20,275
Shandong,China,2/5/20,307
Shandong,China,2/6/20,347
Shandong,China,2/7/20,386
Shandong,China,2/8/20,416
Shandong,China,2/9/20,444
Shandong,China,2/10/20,466
Shandong,China,2/11/20,487
Shandong,China,2/12/20,497
Shandong,China,2/13/20,509
Shandong,China,2/14/20,523
Shandong,China,2/15/20,532
Shandong,China,2/16/20,537
Shandong,China,2/17/20,541
Shandong,China,2/18/20,543
Shandong,China,2/19/20,544
Shandong,China,2/20/20,546
Shandong,China,2/21/20,749
Shandong,China,2/22/20,750
Shandong,China,2/23/20,754
Shandong,China,2/24/20,755
Shandong,China,2/25/20,756
Shandong,China,2/26/20,756
Shandong,China,2/27/20,756
Shandong,China,2/28/20,756
Shandong,China,2/29/20,756
Shandong,China,3/1/20,758
Shandong,China,3/2/20,758
Shandong,China,3/3/20,758
Shandong,China,3/4/20,758
Shandong,China,3/5/20,758
Shandong,China,3/6/20,758
Shandong,China,3/7/20,758
Shandong,China,3/8/20,758
Shandong,China,3/9/20,758
Shandong,China,3/10/20,758
Shandong,China,3/11/20,760
Shandong,China,3/12/20,760
Shandong,China,3/13/20,760
Shandong,China,3/14/20,760
Shandong,China,3/15/20,760
Shandong,China,3/16/20,760
Shandong,China,3/17/20,761
Shandong,China,3/18/20,761
Shandong,China,3/19/20,761
Shandong,China,3/20/20,762
Shandong,China,3/21/20,764
Shandong,China,3/22/20,767
Shandong,China,3/23/20,768
Shandong,China,3/24/20,768
Shandong,China,3/25/20,769
Shandong,China,3/26/20,771
Shandong,China,3/27/20,772
Shandong,China,3/28/20,772
Shandong,China,3/29/20,772
Shandong,China,3/30/20,773
Shandong,China,3/31/20,774
Shandong,China,4/1/20,774
Shandong,China,4/2/20,775
Shandong,China,4/3/20,778
Shandong,China,4/4/20,778
Shandong,China,4/5/20,779
Shandong,China,4/6/20,780
Shandong,China,4/7/20,781
Shandong,China,4/8/20,783
Shandong,China,4/9/20,783
Shandong,China,4/10/20,783
Shandong,China,4/11/20,784
Shandong,China,4/12/20,784
Shandong,China,4/13/20,784
Shandong,China,4/14/20,784
Shandong,China,4/15/20,784
Shandong,China,4/16/20,784
Shandong,China,4/17/20,787
Shandong,China,4/18/20,787
Shandong,China,4/19/20,787
Shandong,China,4/20/20,787
Shandong,China,4/21/20,787
Shandong,China,4/22/20,787
Shandong,China,4/23/20,787
Shandong,China,4/24/20,787
Shandong,China,4/25/20,787
Shandong,China,4/26/20,787
Shandong,China,4/27/20,787
Shandong,China,4/28/20,787
Shandong,China,4/29/20,787
Shandong,China,4/30/20,787
Shandong,China,5/1/20,787
Shandong,China,5/2/20,787
Shandong,China,5/3/20,788
Shandong,China,5/4/20,788
Shandong,China,5/5/20,788
Shandong,China,5/6/20,788
Shandong,China,5/7/20,788
Shandong,China,5/8/20,788
Shandong,China,5/9/20,788
Shandong,China,5/10/20,788
Shandong,China,5/11/20,788
Shandong,China,5/12/20,788
Shandong,China,5/13/20,788
Shandong,China,5/14/20,788
Shandong,China,5/15/20,788
Shandong,China,5/16/20,788
Shandong,China,5/17/20,788
Shandong,China,5/18/20,788
Shandong,China,5/19/20,788
Shandong,China,5/20/20,788
Shandong,China,5/21/20,788
Shandong,China,5/22/20,788
Shandong,China,5/23/20,788
Shandong,China,5/24/20,788
Shandong,China,5/25/20,788
Shandong,China,5/26/20,788
Shandong,China,5/27/20,788
Shandong,China,5/28/20,788
Shandong,China,5/29/20,790
Shandong,China,5/30/20,792
Shandong,China,5/31/20,792
Shandong,China,6/1/20,792
Shandong,China,6/2/20,792
Shandong,China,6/3/20,792
Shandong,China,6/4/20,792
Shandong,China,6/5/20,792
Shandong,China,6/6/20,792
Shandong,China,6/7/20,792
Shandong,China,6/8/20,792
Shandong,China,6/9/20,792
Shandong,China,6/10/20,792
Shandong,China,6/11/20,792
Shandong,China,6/12/20,792
Shandong,China,6/13/20,792
Shandong,China,6/14/20,792
Shandong,China,6/15/20,792
Shandong,China,6/16/20,792
Shandong,China,6/17/20,792
Shandong,China,6/18/20,792
Shandong,China,6/19/20,792
Shandong,China,6/20/20,792
Shandong,China,6/21/20,792
Shandong,China,6/22/20,792
Shandong,China,6/23/20,792
Shandong,China,6/24/20,792
Shandong,China,6/25/20,792
Shandong,China,6/26/20,792
Shandong,China,6/27/20,792
Shandong,China,6/28/20,792
Shandong,China,6/29/20,792
Shandong,China,6/30/20,792
Shandong,China,7/1/20,792
Shandong,China,7/2/20,792
Shandong,China,7/3/20,792
Shandong,China,7/4/20,792
Shandong,China,7/5/20,792
Shandong,China,7/6/20,792
Shandong,China,7/7/20,792
Shandong,China,7/8/20,792
Shandong,China,7/9/20,792
Shandong,China,7/10/20,792
Shandong,China,7/11/20,792
Shandong,China,7/12/20,793
Shandong,China,7/13/20,793
Shandong,China,7/14/20,793
Shandong,China,7/15/20,793
Shandong,China,7/16/20,793
Shanghai,China,1/22/20,9
Shanghai,China,1/23/20,16
Shanghai,China,1/24/20,20
Shanghai,China,1/25/20,33
Shanghai,China,1/26/20,40
Shanghai,China,1/27/20,53
Shanghai,China,1/28/20,66
Shanghai,China,1/29/20,96
Shanghai,China,1/30/20,112
Shanghai,China,1/31/20,135
Shanghai,China,2/1/20,169
Shanghai,China,2/2/20,182
Shanghai,China,2/3/20,203
Shanghai,China,2/4/20,219
Shanghai,China,2/5/20,243
Shanghai,China,2/6/20,257
Shanghai,China,2/7/20,277
Shanghai,China,2/8/20,286
Shanghai,China,2/9/20,293
Shanghai,China,2/10/20,299
Shanghai,China,2/11/20,303
Shanghai,China,2/12/20,311
Shanghai,China,2/13/20,315
Shanghai,China,2/14/20,318
Shanghai,China,2/15/20,326
Shanghai,China,2/16/20,328
Shanghai,China,2/17/20,333
Shanghai,China,2/18/20,333
Shanghai,China,2/19/20,333
Shanghai,China,2/20/20,334
Shanghai,China,2/21/20,334
Shanghai,China,2/22/20,335
Shanghai,China,2/23/20,335
Shanghai,China,2/24/20,335
Shanghai,China,2/25/20,336
Shanghai,China,2/26/20,337
Shanghai,China,2/27/20,337
Shanghai,China,2/28/20,337
Shanghai,China,2/29/20,337
Shanghai,China,3/1/20,337
Shanghai,China,3/2/20,337
Shanghai,China,3/3/20,338
Shanghai,China,3/4/20,338
Shanghai,China,3/5/20,339
Shanghai,China,3/6/20,342
Shanghai,China,3/7/20,342
Shanghai,China,3/8/20,342
Shanghai,China,3/9/20,342
Shanghai,China,3/10/20,344
Shanghai,China,3/11/20,344
Shanghai,China,3/12/20,344
Shanghai,China,3/13/20,346
Shanghai,China,3/14/20,353
Shanghai,China,3/15/20,353
Shanghai,China,3/16/20,355
Shanghai,China,3/17/20,358
Shanghai,China,3/18/20,361
Shanghai,China,3/19/20,363
Shanghai,China,3/20/20,371
Shanghai,China,3/21/20,380
Shanghai,China,3/22/20,404
Shanghai,China,3/23/20,404
Shanghai,China,3/24/20,414
Shanghai,China,3/25/20,433
Shanghai,China,3/26/20,451
Shanghai,China,3/27/20,468
Shanghai,China,3/28/20,485
Shanghai,China,3/29/20,492
Shanghai,China,3/30/20,498
Shanghai,China,3/31/20,509
Shanghai,China,4/1/20,516
Shanghai,China,4/2/20,522
Shanghai,China,4/3/20,526
Shanghai,China,4/4/20,529
Shanghai,China,4/5/20,531
Shanghai,China,4/6/20,536
Shanghai,China,4/7/20,538
Shanghai,China,4/8/20,543
Shanghai,China,4/9/20,552
Shanghai,China,4/10/20,555
Shanghai,China,4/11/20,555
Shanghai,China,4/12/20,607
Shanghai,China,4/13/20,618
Shanghai,China,4/14/20,618
Shanghai,China,4/15/20,622
Shanghai,China,4/16/20,628
Shanghai,China,4/17/20,628
Shanghai,China,4/18/20,628
Shanghai,China,4/19/20,635
Shanghai,China,4/20/20,638
Shanghai,China,4/21/20,638
Shanghai,China,4/22/20,639
Shanghai,China,4/23/20,641
Shanghai,China,4/24/20,641
Shanghai,China,4/25/20,642
Shanghai,China,4/26/20,642
Shanghai,China,4/27/20,644
Shanghai,China,4/28/20,645
Shanghai,China,4/29/20,647
Shanghai,China,4/30/20,652
Shanghai,China,5/1/20,652
Shanghai,China,5/2/20,652
Shanghai,China,5/3/20,655
Shanghai,China,5/4/20,656
Shanghai,China,5/5/20,656
Shanghai,China,5/6/20,657
Shanghai,China,5/7/20,657
Shanghai,China,5/8/20,657
Shanghai,China,5/9/20,659
Shanghai,China,5/10/20,659
Shanghai,China,5/11/20,659
Shanghai,China,5/12/20,660
Shanghai,China,5/13/20,660
Shanghai,China,5/14/20,660
Shanghai,China,5/15/20,665
Shanghai,China,5/16/20,665
Shanghai,China,5/17/20,666
Shanghai,China,5/18/20,666
Shanghai,China,5/19/20,666
Shanghai,China,5/20/20,666
Shanghai,China,5/21/20,666
Shanghai,China,5/22/20,667
Shanghai,China,5/23/20,668
Shanghai,China,5/24/20,668
Shanghai,China,5/25/20,669
Shanghai,China,5/26/20,670
Shanghai,China,5/27/20,671
Shanghai,China,5/28/20,671
Shanghai,China,5/29/20,672
Shanghai,China,5/30/20,672
Shanghai,China,5/31/20,672
Shanghai,China,6/1/20,673
Shanghai,China,6/2/20,673
Shanghai,China,6/3/20,673
Shanghai,China,6/4/20,677
Shanghai,China,6/5/20,677
Shanghai,China,6/6/20,677
Shanghai,China,6/7/20,678
Shanghai,China,6/8/20,678
Shanghai,China,6/9/20,678
Shanghai,China,6/10/20,684
Shanghai,China,6/11/20,689
Shanghai,China,6/12/20,690
Shanghai,China,6/13/20,691
Shanghai,China,6/14/20,692
Shanghai,China,6/15/20,695
Shanghai,China,6/16/20,695
Shanghai,China,6/17/20,697
Shanghai,China,6/18/20,697
Shanghai,China,6/19/20,697
Shanghai,China,6/20/20,698
Shanghai,China,6/21/20,701
Shanghai,China,6/22/20,701
Shanghai,China,6/23/20,703
Shanghai,China,6/24/20,703
Shanghai,China,6/25/20,705
Shanghai,China,6/26/20,706
Shanghai,China,6/27/20,707
Shanghai,China,6/28/20,708
Shanghai,China,6/29/20,712
Shanghai,China,6/30/20,712
Shanghai,China,7/1/20,713
Shanghai,China,7/2/20,714
Shanghai,China,7/3/20,715
Shanghai,China,7/4/20,716
Shanghai,China,7/5/20,716
Shanghai,China,7/6/20,716
Shanghai,China,7/7/20,718
Shanghai,China,7/8/20,721
Shanghai,China,7/9/20,721
Shanghai,China,7/10/20,721
Shanghai,China,7/11/20,724
Shanghai,China,7/12/20,725
Shanghai,China,7/13/20,725
Shanghai,China,7/14/20,731
Shanghai,China,7/15/20,732
Shanghai,China,7/16/20,732
Shanxi,China,1/22/20,1
Shanxi,China,1/23/20,1
Shanxi,China,1/24/20,1
Shanxi,China,1/25/20,6
Shanxi,China,1/26/20,9
Shanxi,China,1/27/20,13
Shanxi,China,1/28/20,27
Shanxi,China,1/29/20,27
Shanxi,China,1/30/20,35
Shanxi,China,1/31/20,39
Shanxi,China,2/1/20,47
Shanxi,China,2/2/20,66
Shanxi,China,2/3/20,74
Shanxi,China,2/4/20,81
Shanxi,China,2/5/20,81
Shanxi,China,2/6/20,96
Shanxi,China,2/7/20,104
Shanxi,China,2/8/20,115
Shanxi,China,2/9/20,119
Shanxi,China,2/10/20,119
Shanxi,China,2/11/20,124
Shanxi,China,2/12/20,126
Shanxi,China,2/13/20,126
Shanxi,China,2/14/20,127
Shanxi,China,2/15/20,128
Shanxi,China,2/16/20,129
Shanxi,China,2/17/20,130
Shanxi,China,2/18/20,131
Shanxi,China,2/19/20,131
Shanxi,China,2/20/20,132
Shanxi,China,2/21/20,132
Shanxi,China,2/22/20,132
Shanxi,China,2/23/20,132
Shanxi,China,2/24/20,133
Shanxi,China,2/25/20,133
Shanxi,China,2/26/20,133
Shanxi,China,2/27/20,133
Shanxi,China,2/28/20,133
Shanxi,China,2/29/20,133
Shanxi,China,3/1/20,133
Shanxi,China,3/2/20,133
Shanxi,China,3/3/20,133
Shanxi,China,3/4/20,133
Shanxi,China,3/5/20,133
Shanxi,China,3/6/20,133
Shanxi,China,3/7/20,133
Shanxi,China,3/8/20,133
Shanxi,China,3/9/20,133
Shanxi,China,3/10/20,133
Shanxi,China,3/11/20,133
Shanxi,China,3/12/20,133
Shanxi,China,3/13/20,133
Shanxi,China,3/14/20,133
Shanxi,China,3/15/20,133
Shanxi,China,3/16/20,133
Shanxi,China,3/17/20,133
Shanxi,China,3/18/20,133
Shanxi,China,3/19/20,133
Shanxi,China,3/20/20,133
Shanxi,China,3/21/20,133
Shanxi,China,3/22/20,133
Shanxi,China,3/23/20,134
Shanxi,China,3/24/20,134
Shanxi,China,3/25/20,134
Shanxi,China,3/26/20,135
Shanxi,China,3/27/20,135
Shanxi,China,3/28/20,135
Shanxi,China,3/29/20,136
Shanxi,China,3/30/20,136
Shanxi,China,3/31/20,136
Shanxi,China,4/1/20,137
Shanxi,China,4/2/20,137
Shanxi,China,4/3/20,137
Shanxi,China,4/4/20,137
Shanxi,China,4/5/20,138
Shanxi,China,4/6/20,138
Shanxi,China,4/7/20,138
Shanxi,China,4/8/20,163
Shanxi,China,4/9/20,166
Shanxi,China,4/10/20,168
Shanxi,China,4/11/20,172
Shanxi,China,4/12/20,172
Shanxi,China,4/13/20,173
Shanxi,China,4/14/20,173
Shanxi,China,4/15/20,186
Shanxi,China,4/16/20,194
Shanxi,China,4/17/20,197
Shanxi,China,4/18/20,197
Shanxi,China,4/19/20,197
Shanxi,China,4/20/20,197
Shanxi,China,4/21/20,197
Shanxi,China,4/22/20,197
Shanxi,China,4/23/20,197
Shanxi,China,4/24/20,197
Shanxi,China,4/25/20,197
Shanxi,China,4/26/20,197
Shanxi,China,4/27/20,197
Shanxi,China,4/28/20,197
Shanxi,China,4/29/20,197
Shanxi,China,4/30/20,197
Shanxi,China,5/1/20,197
Shanxi,China,5/2/20,197
Shanxi,China,5/3/20,198
Shanxi,China,5/4/20,198
Shanxi,China,5/5/20,198
Shanxi,China,5/6/20,198
Shanxi,China,5/7/20,198
Shanxi,China,5/8/20,198
Shanxi,China,5/9/20,198
Shanxi,China,5/10/20,198
Shanxi,China,5/11/20,198
Shanxi,China,5/12/20,198
Shanxi,China,5/13/20,198
Shanxi,China,5/14/20,198
