state,country,date,cases
Shanxi,China,5/15/20,198
Shanxi,China,5/16/20,198
Shanxi,China,5/17/20,198
Shanxi,China,5/18/20,198
Shanxi,China,5/19/20,198
Shanxi,China,5/20/20,198
Shanxi,China,5/21/20,198
Shanxi,China,5/22/20,198
Shanxi,China,5/23/20,198
Shanxi,China,5/24/20,198
Shanxi,China,5/25/20,198
Shanxi,China,5/26/20,198
Shanxi,China,5/27/20,198
Shanxi,China,5/28/20,198
Shanxi,China,5/29/20,198
Shanxi,China,5/30/20,198
Shanxi,China,5/31/20,198
Shanxi,China,6/1/20,198
Shanxi,China,6/2/20,198
Shanxi,China,6/3/20,198
Shanxi,China,6/4/20,198
Shanxi,China,6/5/20,198
Shanxi,China,6/6/20,198
Shanxi,China,6/7/20,198
Shanxi,China,6/8/20,198
Shanxi,China,6/9/20,198
Shanxi,China,6/10/20,198
Shanxi,China,6/11/20,198
Shanxi,China,6/12/20,198
Shanxi,China,6/13/20,198
Shanxi,China,6/14/20,198
Shanxi,China,6/15/20,198
Shanxi,China,6/16/20,198
Shanxi,China,6/17/20,198
Shanxi,China,6/18/20,198
Shanxi,China,6/19/20,198
Shanxi,China,6/20/20,198
Shanxi,China,6/21/20,198
Shanxi,China,6/22/20,198
Shanxi,China,6/23/20,198
Shanxi,China,6/24/20,198
Shanxi,China,6/25/20,198
Shanxi,China,6/26/20,198
Shanxi,China,6/27/20,198
Shanxi,China,6/28/20,198
Shanxi,China,6/29/20,198
Shanxi,China,6/30/20,198
Shanxi,China,7/1/20,198
Shanxi,China,7/2/20,198
Shanxi,China,7/3/20,198
Shanxi,China,7/4/20,198
Shanxi,China,7/5/20,198
Shanxi,China,7/6/20,198
Shanxi,China,7/7/20,199
Shanxi,China,7/8/20,199
Shanxi,China,7/9/20,199
Shanxi,China,7/10/20,199
Shanxi,China,7/11/20,200
Shanxi,China,7/12/20,200
Shanxi,China,7/13/20,200
Shanxi,China,7/14/20,201
Shanxi,China,7/15/20,201
Shanxi,China,7/16/20,201
Sichuan,China,1/22/20,5
Sichuan,China,1/23/20,8
Sichuan,China,1/24/20,15
Sichuan,China,1/25/20,28
Sichuan,China,1/26/20,44
Sichuan,China,1/27/20,69
Sichuan,China,1/28/20,90
Sichuan,China,1/29/20,108
Sichuan,China,1/30/20,142
Sichuan,China,1/31/20,177
Sichuan,China,2/1/20,207
Sichuan,China,2/2/20,231
Sichuan,China,2/3/20,254
Sichuan,China,2/4/20,282
Sichuan,China,2/5/20,301
Sichuan,China,2/6/20,321
Sichuan,China,2/7/20,344
Sichuan,China,2/8/20,364
Sichuan,China,2/9/20,386
Sichuan,China,2/10/20,405
Sichuan,China,2/11/20,417
Sichuan,China,2/12/20,436
Sichuan,China,2/13/20,451
Sichuan,China,2/14/20,463
Sichuan,China,2/15/20,470
Sichuan,China,2/16/20,481
Sichuan,China,2/17/20,495
Sichuan,China,2/18/20,508
Sichuan,China,2/19/20,514
Sichuan,China,2/20/20,520
Sichuan,China,2/21/20,525
Sichuan,China,2/22/20,526
Sichuan,China,2/23/20,526
Sichuan,China,2/24/20,527
Sichuan,China,2/25/20,529
Sichuan,China,2/26/20,531
Sichuan,China,2/27/20,534
Sichuan,China,2/28/20,538
Sichuan,China,2/29/20,538
Sichuan,China,3/1/20,538
Sichuan,China,3/2/20,538
Sichuan,China,3/3/20,538
Sichuan,China,3/4/20,538
Sichuan,China,3/5/20,539
Sichuan,China,3/6/20,539
Sichuan,China,3/7/20,539
Sichuan,China,3/8/20,539
Sichuan,China,3/9/20,539
Sichuan,China,3/10/20,539
Sichuan,China,3/11/20,539
Sichuan,China,3/12/20,539
Sichuan,China,3/13/20,539
Sichuan,China,3/14/20,539
Sichuan,China,3/15/20,539
Sichuan,China,3/16/20,539
Sichuan,China,3/17/20,540
Sichuan,China,3/18/20,540
Sichuan,China,3/19/20,540
Sichuan,China,3/20/20,541
Sichuan,China,3/21/20,542
Sichuan,China,3/22/20,543
Sichuan,China,3/23/20,543
Sichuan,China,3/24/20,545
Sichuan,China,3/25/20,547
Sichuan,China,3/26/20,547
Sichuan,China,3/27/20,548
Sichuan,China,3/28/20,548
Sichuan,China,3/29/20,550
Sichuan,China,3/30/20,550
Sichuan,China,3/31/20,550
Sichuan,China,4/1/20,552
Sichuan,China,4/2/20,554
Sichuan,China,4/3/20,555
Sichuan,China,4/4/20,557
Sichuan,China,4/5/20,558
Sichuan,China,4/6/20,559
Sichuan,China,4/7/20,560
Sichuan,China,4/8/20,560
Sichuan,China,4/9/20,560
Sichuan,China,4/10/20,560
Sichuan,China,4/11/20,560
Sichuan,China,4/12/20,560
Sichuan,China,4/13/20,560
Sichuan,China,4/14/20,560
Sichuan,China,4/15/20,560
Sichuan,China,4/16/20,560
Sichuan,China,4/17/20,560
Sichuan,China,4/18/20,561
Sichuan,China,4/19/20,561
Sichuan,China,4/20/20,561
Sichuan,China,4/21/20,561
Sichuan,China,4/22/20,561
Sichuan,China,4/23/20,561
Sichuan,China,4/24/20,561
Sichuan,China,4/25/20,561
Sichuan,China,4/26/20,561
Sichuan,China,4/27/20,561
Sichuan,China,4/28/20,561
Sichuan,China,4/29/20,561
Sichuan,China,4/30/20,561
Sichuan,China,5/1/20,561
Sichuan,China,5/2/20,561
Sichuan,China,5/3/20,561
Sichuan,China,5/4/20,561
Sichuan,China,5/5/20,561
Sichuan,China,5/6/20,561
Sichuan,China,5/7/20,561
Sichuan,China,5/8/20,561
Sichuan,China,5/9/20,561
Sichuan,China,5/10/20,561
Sichuan,China,5/11/20,561
Sichuan,China,5/12/20,561
Sichuan,China,5/13/20,561
Sichuan,China,5/14/20,561
Sichuan,China,5/15/20,561
Sichuan,China,5/16/20,561
Sichuan,China,5/17/20,561
Sichuan,China,5/18/20,561
Sichuan,China,5/19/20,561
Sichuan,China,5/20/20,561
Sichuan,China,5/21/20,561
Sichuan,China,5/22/20,563
Sichuan,China,5/23/20,563
Sichuan,China,5/24/20,564
Sichuan,China,5/25/20,564
Sichuan,China,5/26/20,564
Sichuan,China,5/27/20,564
Sichuan,China,5/28/20,564
Sichuan,China,5/29/20,564
Sichuan,China,5/30/20,564
Sichuan,China,5/31/20,575
Sichuan,China,6/1/20,577
Sichuan,China,6/2/20,577
Sichuan,China,6/3/20,577
Sichuan,China,6/4/20,578
Sichuan,China,6/5/20,578
Sichuan,China,6/6/20,578
Sichuan,China,6/7/20,581
Sichuan,China,6/8/20,582
Sichuan,China,6/9/20,582
Sichuan,China,6/10/20,582
Sichuan,China,6/11/20,582
Sichuan,China,6/12/20,583
Sichuan,China,6/13/20,583
Sichuan,China,6/14/20,587
Sichuan,China,6/15/20,588
Sichuan,China,6/16/20,589
Sichuan,China,6/17/20,589
Sichuan,China,6/18/20,589
Sichuan,China,6/19/20,589
Sichuan,China,6/20/20,589
Sichuan,China,6/21/20,589
Sichuan,China,6/22/20,589
Sichuan,China,6/23/20,589
Sichuan,China,6/24/20,589
Sichuan,China,6/25/20,589
Sichuan,China,6/26/20,589
Sichuan,China,6/27/20,589
Sichuan,China,6/28/20,592
Sichuan,China,6/29/20,595
Sichuan,China,6/30/20,595
Sichuan,China,7/1/20,595
Sichuan,China,7/2/20,595
Sichuan,China,7/3/20,595
Sichuan,China,7/4/20,596
Sichuan,China,7/5/20,596
Sichuan,China,7/6/20,596
Sichuan,China,7/7/20,598
Sichuan,China,7/8/20,599
Sichuan,China,7/9/20,599
Sichuan,China,7/10/20,599
Sichuan,China,7/11/20,599
Sichuan,China,7/12/20,599
Sichuan,China,7/13/20,599
Sichuan,China,7/14/20,599
Sichuan,China,7/15/20,599
Sichuan,China,7/16/20,599
Tianjin,China,1/22/20,4
Tianjin,China,1/23/20,4
Tianjin,China,1/24/20,8
Tianjin,China,1/25/20,10
Tianjin,China,1/26/20,14
Tianjin,China,1/27/20,23
Tianjin,China,1/28/20,24
Tianjin,China,1/29/20,27
Tianjin,China,1/30/20,31
Tianjin,China,1/31/20,32
Tianjin,China,2/1/20,41
Tianjin,China,2/2/20,48
Tianjin,China,2/3/20,60
Tianjin,China,2/4/20,67
Tianjin,China,2/5/20,69
Tianjin,China,2/6/20,79
Tianjin,China,2/7/20,81
Tianjin,China,2/8/20,88
Tianjin,China,2/9/20,91
Tianjin,China,2/10/20,95
Tianjin,China,2/11/20,106
Tianjin,China,2/12/20,112
Tianjin,China,2/13/20,119
Tianjin,China,2/14/20,120
Tianjin,China,2/15/20,122
Tianjin,China,2/16/20,124
Tianjin,China,2/17/20,125
Tianjin,China,2/18/20,128
Tianjin,China,2/19/20,130
Tianjin,China,2/20/20,131
Tianjin,China,2/21/20,132
Tianjin,China,2/22/20,135
Tianjin,China,2/23/20,135
Tianjin,China,2/24/20,135
Tianjin,China,2/25/20,135
Tianjin,China,2/26/20,135
Tianjin,China,2/27/20,136
Tianjin,China,2/28/20,136
Tianjin,China,2/29/20,136
Tianjin,China,3/1/20,136
Tianjin,China,3/2/20,136
Tianjin,China,3/3/20,136
Tianjin,China,3/4/20,136
Tianjin,China,3/5/20,136
Tianjin,China,3/6/20,136
Tianjin,China,3/7/20,136
Tianjin,China,3/8/20,136
Tianjin,China,3/9/20,136
Tianjin,China,3/10/20,136
Tianjin,China,3/11/20,136
Tianjin,China,3/12/20,136
Tianjin,China,3/13/20,136
Tianjin,China,3/14/20,136
Tianjin,China,3/15/20,136
Tianjin,China,3/16/20,136
Tianjin,China,3/17/20,136
Tianjin,China,3/18/20,136
Tianjin,China,3/19/20,137
Tianjin,China,3/20/20,137
Tianjin,China,3/21/20,137
Tianjin,China,3/22/20,137
Tianjin,China,3/23/20,141
Tianjin,China,3/24/20,145
Tianjin,China,3/25/20,145
Tianjin,China,3/26/20,151
Tianjin,China,3/27/20,155
Tianjin,China,3/28/20,161
Tianjin,China,3/29/20,166
Tianjin,China,3/30/20,174
Tianjin,China,3/31/20,174
Tianjin,China,4/1/20,176
Tianjin,China,4/2/20,176
Tianjin,China,4/3/20,180
Tianjin,China,4/4/20,180
Tianjin,China,4/5/20,180
Tianjin,China,4/6/20,180
Tianjin,China,4/7/20,180
Tianjin,China,4/8/20,180
Tianjin,China,4/9/20,182
Tianjin,China,4/10/20,183
Tianjin,China,4/11/20,183
Tianjin,China,4/12/20,183
Tianjin,China,4/13/20,184
Tianjin,China,4/14/20,185
Tianjin,China,4/15/20,185
Tianjin,China,4/16/20,186
Tianjin,China,4/17/20,189
Tianjin,China,4/18/20,189
Tianjin,China,4/19/20,189
Tianjin,China,4/20/20,189
Tianjin,China,4/21/20,189
Tianjin,China,4/22/20,189
Tianjin,China,4/23/20,189
Tianjin,China,4/24/20,190
Tianjin,China,4/25/20,190
Tianjin,China,4/26/20,190
Tianjin,China,4/27/20,190
Tianjin,China,4/28/20,190
Tianjin,China,4/29/20,190
Tianjin,China,4/30/20,190
Tianjin,China,5/1/20,190
Tianjin,China,5/2/20,190
Tianjin,China,5/3/20,190
Tianjin,China,5/4/20,190
Tianjin,China,5/5/20,190
Tianjin,China,5/6/20,190
Tianjin,China,5/7/20,190
Tianjin,China,5/8/20,191
Tianjin,China,5/9/20,191
Tianjin,China,5/10/20,191
Tianjin,China,5/11/20,191
Tianjin,China,5/12/20,191
Tianjin,China,5/13/20,191
Tianjin,China,5/14/20,191
Tianjin,China,5/15/20,191
Tianjin,China,5/16/20,192
Tianjin,China,5/17/20,192
Tianjin,China,5/18/20,192
Tianjin,China,5/19/20,192
Tianjin,China,5/20/20,192
Tianjin,China,5/21/20,192
Tianjin,China,5/22/20,192
Tianjin,China,5/23/20,192
Tianjin,China,5/24/20,192
Tianjin,China,5/25/20,192
Tianjin,China,5/26/20,192
Tianjin,China,5/27/20,192
Tianjin,China,5/28/20,192
Tianjin,China,5/29/20,192
Tianjin,China,5/30/20,192
Tianjin,China,5/31/20,192
Tianjin,China,6/1/20,192
Tianjin,China,6/2/20,192
Tianjin,China,6/3/20,192
Tianjin,China,6/4/20,192
Tianjin,China,6/5/20,192
Tianjin,China,6/6/20,193
Tianjin,China,6/7/20,193
Tianjin,China,6/8/20,193
Tianjin,China,6/9/20,194
Tianjin,China,6/10/20,195
Tianjin,China,6/11/20,195
Tianjin,China,6/12/20,196
Tianjin,China,6/13/20,196
Tianjin,China,6/14/20,196
Tianjin,China,6/15/20,196
Tianjin,China,6/16/20,196
Tianjin,China,6/17/20,197
Tianjin,China,6/18/20,197
Tianjin,China,6/19/20,197
Tianjin,China,6/20/20,197
Tianjin,China,6/21/20,197
Tianjin,China,6/22/20,198
Tianjin,China,6/23/20,198
Tianjin,China,6/24/20,198
Tianjin,China,6/25/20,198
Tianjin,China,6/26/20,198
Tianjin,China,6/27/20,198
Tianjin,China,6/28/20,198
Tianjin,China,6/29/20,198
Tianjin,China,6/30/20,198
Tianjin,China,7/1/20,198
Tianjin,China,7/2/20,198
Tianjin,China,7/3/20,198
Tianjin,China,7/4/20,199
Tianjin,China,7/5/20,199
Tianjin,China,7/6/20,199
Tianjin,China,7/7/20,199
Tianjin,China,7/8/20,199
Tianjin,China,7/9/20,199
Tianjin,China,7/10/20,199
Tianjin,China,7/11/20,203
Tianjin,China,7/12/20,203
Tianjin,China,7/13/20,203
Tianjin,China,7/14/20,203
Tianjin,China,7/15/20,203
Tianjin,China,7/16/20,203
Tibet,China,1/22/20,0
Tibet,China,1/23/20,0
Tibet,China,1/24/20,0
Tibet,China,1/25/20,0
Tibet,China,1/26/20,0
Tibet,China,1/27/20,0
Tibet,China,1/28/20,0
Tibet,China,1/29/20,0
Tibet,China,1/30/20,1
Tibet,China,1/31/20,1
Tibet,China,2/1/20,1
Tibet,China,2/2/20,1
Tibet,China,2/3/20,1
Tibet,China,2/4/20,1
Tibet,China,2/5/20,1
Tibet,China,2/6/20,1
Tibet,China,2/7/20,1
Tibet,China,2/8/20,1
Tibet,China,2/9/20,1
Tibet,China,2/10/20,1
Tibet,China,2/11/20,1
Tibet,China,2/12/20,1
Tibet,China,2/13/20,1
Tibet,China,2/14/20,1
Tibet,China,2/15/20,1
Tibet,China,2/16/20,1
Tibet,China,2/17/20,1
Tibet,China,2/18/20,1
Tibet,China,2/19/20,1
Tibet,China,2/20/20,1
Tibet,China,2/21/20,1
Tibet,China,2/22/20,1
Tibet,China,2/23/20,1
Tibet,China,2/24/20,1
Tibet,China,2/25/20,1
Tibet,China,2/26/20,1
Tibet,China,2/27/20,1
Tibet,China,2/28/20,1
Tibet,China,2/29/20,1
Tibet,China,3/1/20,1
Tibet,China,3/2/20,1
Tibet,China,3/3/20,1
Tibet,China,3/4/20,1
Tibet,China,3/5/20,1
Tibet,China,3/6/20,1
Tibet,China,3/7/20,1
Tibet,China,3/8/20,1
Tibet,China,3/9/20,1
Tibet,China,3/10/20,1
Tibet,China,3/11/20,1
Tibet,China,3/12/20,1
Tibet,China,3/13/20,1
Tibet,China,3/14/20,1
Tibet,China,3/15/20,1
Tibet,China,3/16/20,1
Tibet,China,3/17/20,1
Tibet,China,3/18/20,1
Tibet,China,3/19/20,1
Tibet,China,3/20/20,1
Tibet,China,3/21/20,1
Tibet,China,3/22/20,1
Tibet,China,3/23/20,1
Tibet,China,3/24/20,1
Tibet,China,3/25/20,1
Tibet,China,3/26/20,1
Tibet,China,3/27/20,1
Tibet,China,3/28/20,1
Tibet,China,3/29/20,1
Tibet,China,3/30/20,1
Tibet,China,3/31/20,1
Tibet,China,4/1/20,1
Tibet,China,4/2/20,1
Tibet,China,4/3/20,1
Tibet,China,4/4/20,1
Tibet,China,4/5/20,1
Tibet,China,4/6/20,1
Tibet,China,4/7/20,1
Tibet,China,4/8/20,1
Tibet,China,4/9/20,1
Tibet,China,4/10/20,1
Tibet,China,4/11/20,1
Tibet,China,4/12/20,1
Tibet,China,4/13/20,1
Tibet,China,4/14/20,1
Tibet,China,4/15/20,1
Tibet,China,4/16/20,1
Tibet,China,4/17/20,1
Tibet,China,4/18/20,1
Tibet,China,4/19/20,1
Tibet,China,4/20/20,1
Tibet,China,4/21/20,1
Tibet,China,4/22/20,1
Tibet,China,4/23/20,1
Tibet,China,4/24/20,1
Tibet,China,4/25/20,1
Tibet,China,4/26/20,1
Tibet,China,4/27/20,1
Tibet,China,4/28/20,1
Tibet,China,4/29/20,1
Tibet,China,4/30/20,1
Tibet,China,5/1/20,1
Tibet,China,5/2/20,1
Tibet,China,5/3/20,1
Tibet,China,5/4/20,1
Tibet,China,5/5/20,1
Tibet,China,5/6/20,1
Tibet,China,5/7/20,1
Tibet,China,5/8/20,1
Tibet,China,5/9/20,1
Tibet,China,5/10/20,1
Tibet,China,5/11/20,1
Tibet,China,5/12/20,1
Tibet,China,5/13/20,1
Tibet,China,5/14/20,1
Tibet,China,5/15/20,1
Tibet,China,5/16/20,1
Tibet,China,5/17/20,1
Tibet,China,5/18/20,1
Tibet,China,5/19/20,1
Tibet,China,5/20/20,1
Tibet,China,5/21/20,1
Tibet,China,5/22/20,1
Tibet,China,5/23/20,1
Tibet,China,5/24/20,1
Tibet,China,5/25/20,1
Tibet,China,5/26/20,1
Tibet,China,5/27/20,1
Tibet,China,5/28/20,1
Tibet,China,5/29/20,1
Tibet,China,5/30/20,1
Tibet,China,5/31/20,1
Tibet,China,6/1/20,1
Tibet,China,6/2/20,1
Tibet,China,6/3/20,1
Tibet,China,6/4/20,1
Tibet,China,6/5/20,1
Tibet,China,6/6/20,1
Tibet,China,6/7/20,1
Tibet,China,6/8/20,1
Tibet,China,6/9/20,1
Tibet,China,6/10/20,1
Tibet,China,6/11/20,1
Tibet,China,6/12/20,1
Tibet,China,6/13/20,1
Tibet,China,6/14/20,1
Tibet,China,6/15/20,1
Tibet,China,6/16/20,1
Tibet,China,6/17/20,1
Tibet,China,6/18/20,1
Tibet,China,6/19/20,1
Tibet,China,6/20/20,1
Tibet,China,6/21/20,1
Tibet,China,6/22/20,1
Tibet,China,6/23/20,1
Tibet,China,6/24/20,1
Tibet,China,6/25/20,1
Tibet,China,6/26/20,1
Tibet,China,6/27/20,1
Tibet,China,6/28/20,1
Tibet,China,6/29/20,1
Tibet,China,6/30/20,1
Tibet,China,7/1/20,1
Tibet,China,7/2/20,1
Tibet,China,7/3/20,1
Tibet,China,7/4/20,1
Tibet,China,7/5/20,1
Tibet,China,7/6/20,1
Tibet,China,7/7/20,1
Tibet,China,7/8/20,1
Tibet,China,7/9/20,1
Tibet,China,7/10/20,1
Tibet,China,7/11/20,1
Tibet,China,7/12/20,1
Tibet,China,7/13/20,1
Tibet,China,7/14/20,1
Tibet,China,7/15/20,1
Tibet,China,7/16/20,1
Xinjiang,China,1/22/20,0
Xinjiang,China,1/23/20,2
Xinjiang,China,1/24/20,2
Xinjiang,China,1/25/20,3
Xinjiang,China,1/26/20,4
Xinjiang,China,1/27/20,5
Xinjiang,China,1/28/20,10
Xinjiang,China,1/29/20,13
Xinjiang,China,1/30/20,14
Xinjiang,China,1/31/20,17
Xinjiang,China,2/1/20,18
Xinjiang,China,2/2/20,21
Xinjiang,China,2/3/20,24
Xinjiang,China,2/4/20,29
Xinjiang,China,2/5/20,32
Xinjiang,China,2/6/20,36
Xinjiang,China,2/7/20,39
Xinjiang,China,2/8/20,42
Xinjiang,China,2/9/20,45
Xinjiang,China,2/10/20,49
Xinjiang,China,2/11/20,55
Xinjiang,China,2/12/20,59
Xinjiang,China,2/13/20,63
Xinjiang,China,2/14/20,65
Xinjiang,China,2/15/20,70
Xinjiang,China,2/16/20,71
Xinjiang,China,2/17/20,75
Xinjiang,China,2/18/20,76
Xinjiang,China,2/19/20,76
Xinjiang,China,2/20/20,76
Xinjiang,China,2/21/20,76
Xinjiang,China,2/22/20,76
Xinjiang,China,2/23/20,76
Xinjiang,China,2/24/20,76
Xinjiang,China,2/25/20,76
Xinjiang,China,2/26/20,76
Xinjiang,China,2/27/20,76
Xinjiang,China,2/28/20,76
Xinjiang,China,2/29/20,76
Xinjiang,China,3/1/20,76
Xinjiang,China,3/2/20,76
Xinjiang,China,3/3/20,76
Xinjiang,China,3/4/20,76
Xinjiang,China,3/5/20,76
Xinjiang,China,3/6/20,76
Xinjiang,China,3/7/20,76
Xinjiang,China,3/8/20,76
Xinjiang,China,3/9/20,76
Xinjiang,China,3/10/20,76
Xinjiang,China,3/11/20,76
Xinjiang,China,3/12/20,76
Xinjiang,China,3/13/20,76
Xinjiang,China,3/14/20,76
Xinjiang,China,3/15/20,76
Xinjiang,China,3/16/20,76
Xinjiang,China,3/17/20,76
Xinjiang,China,3/18/20,76
Xinjiang,China,3/19/20,76
Xinjiang,China,3/20/20,76
Xinjiang,China,3/21/20,76
Xinjiang,China,3/22/20,76
Xinjiang,China,3/23/20,76
Xinjiang,China,3/24/20,76
Xinjiang,China,3/25/20,76
Xinjiang,China,3/26/20,76
Xinjiang,China,3/27/20,76
Xinjiang,China,3/28/20,76
Xinjiang,China,3/29/20,76
Xinjiang,China,3/30/20,76
Xinjiang,China,3/31/20,76
Xinjiang,China,4/1/20,76
Xinjiang,China,4/2/20,76
Xinjiang,China,4/3/20,76
Xinjiang,China,4/4/20,76
Xinjiang,China,4/5/20,76
Xinjiang,China,4/6/20,76
Xinjiang,China,4/7/20,76
Xinjiang,China,4/8/20,76
Xinjiang,China,4/9/20,76
Xinjiang,China,4/10/20,76
Xinjiang,China,4/11/20,76
Xinjiang,China,4/12/20,76
Xinjiang,China,4/13/20,76
Xinjiang,China,4/14/20,76
Xinjiang,China,4/15/20,76
Xinjiang,China,4/16/20,76
Xinjiang,China,4/17/20,76
Xinjiang,China,4/18/20,76
Xinjiang,China,4/19/20,76
Xinjiang,China,4/20/20,76
Xinjiang,China,4/21/20,76
Xinjiang,China,4/22/20,76
Xinjiang,China,4/23/20,76
Xinjiang,China,4/24/20,76
Xinjiang,China,4/25/20,76
Xinjiang,China,4/26/20,76
Xinjiang,China,4/27/20,76
Xinjiang,China,4/28/20,76
Xinjiang,China,4/29/20,76
Xinjiang,China,4/30/20,76
Xinjiang,China,5/1/20,76
Xinjiang,China,5/2/20,76
Xinjiang,China,5/3/20,76
Xinjiang,China,5/4/20,76
Xinjiang,China,5/5/20,76
Xinjiang,China,5/6/20,76
Xinjiang,China,5/7/20,76
Xinjiang,China,5/8/20,76
Xinjiang,China,5/9/20,76
Xinjiang,China,5/10/20,76
Xinjiang,China,5/11/20,76
Xinjiang,China,5/12/20,76
Xinjiang,China,5/13/20,76
Xinjiang,China,5/14/20,76
Xinjiang,China,5/15/20,76
Xinjiang,China,5/16/20,76
Xinjiang,China,5/17/20,76
Xinjiang,China,5/18/20,76
Xinjiang,China,5/19/20,76
Xinjiang,China,5/20/20,76
Xinjiang,China,5/21/20,76
Xinjiang,China,5/22/20,76
Xinjiang,China,5/23/20,76
Xinjiang,China,5/24/20,76
Xinjiang,China,5/25/20,76
Xinjiang,China,5/26/20,76
Xinjiang,China,5/27/20,76
Xinjiang,China,5/28/20,76
Xinjiang,China,5/29/20,76
Xinjiang,China,5/30/20,76
Xinjiang,China,5/31/20,76
Xinjiang,China,6/1/20,76
Xinjiang,China,6/2/20,76
Xinjiang,China,6/3/20,76
Xinjiang,China,6/4/20,76
Xinjiang,China,6/5/20,76
Xinjiang,China,6/6/20,76
Xinjiang,China,6/7/20,76
Xinjiang,China,6/8/20,76
Xinjiang,China,6/9/20,76
Xinjiang,China,6/10/20,76
Xinjiang,China,6/11/20,76
Xinjiang,China,6/12/20,76
Xinjiang,China,6/13/20,76
Xinjiang,China,6/14/20,76
Xinjiang,China,6/15/20,76
Xinjiang,China,6/16/20,76
Xinjiang,China,6/17/20,76
Xinjiang,China,6/18/20,76
Xinjiang,China,6/19/20,76
Xinjiang,China,6/20/20,76
Xinjiang,China,6/21/20,76
Xinjiang,China,6/22/20,76
Xinjiang,China,6/23/20,76
Xinjiang,China,6/24/20,76
Xinjiang,China,6/25/20,76
Xinjiang,China,6/26/20,76
Xinjiang,China,6/27/20,76
Xinjiang,China,6/28/20,76
Xinjiang,China,6/29/20,76
Xinjiang,China,6/30/20,76
Xinjiang,China,7/1/20,76
Xinjiang,China,7/2/20,76
Xinjiang,China,7/3/20,76
Xinjiang,China,7/4/20,76
Xinjiang,China,7/5/20,76
Xinjiang,China,7/6/20,76
Xinjiang,China,7/7/20,76
Xinjiang,China,7/8/20,76
Xinjiang,China,7/9/20,76
Xinjiang,China,7/10/20,76
Xinjiang,China,7/11/20,76
Xinjiang,China,7/12/20,76
Xinjiang,China,7/13/20,76
Xinjiang,China,7/14/20,76
Xinjiang,China,7/15/20,76
Xinjiang,China,7/16/20,77
Yunnan,China,1/22/20,1
Yunnan,China,1/23/20,2
Yunnan,China,1/24/20,5
Yunnan,China,1/25/20,11
Yunnan,China,1/26/20,16
Yunnan,China,1/27/20,26
Yunnan,China,1/28/20,44
Yunnan,China,1/29/20,55
Yunnan,China,1/30/20,70
Yunnan,China,1/31/20,83
Yunnan,China,2/1/20,93
Yunnan,China,2/2/20,105
Yunnan,China,2/3/20,117
Yunnan,China,2/4/20,122
Yunnan,China,2/5/20,128
Yunnan,China,2/6/20,133
Yunnan,China,2/7/20,138
Yunnan,China,2/8/20,138
Yunnan,China,2/9/20,141
Yunnan,China,2/10/20,149
Yunnan,China,2/11/20,153
Yunnan,China,2/12/20,154
Yunnan,China,2/13/20,156
Yunnan,China,2/14/20,162
Yunnan,China,2/15/20,168
Yunnan,China,2/16/20,171
Yunnan,China,2/17/20,171
Yunnan,China,2/18/20,172
Yunnan,China,2/19/20,172
Yunnan,China,2/20/20,174
Yunnan,China,2/21/20,174
Yunnan,China,2/22/20,174
Yunnan,China,2/23/20,174
Yunnan,China,2/24/20,174
Yunnan,China,2/25/20,174
Yunnan,China,2/26/20,174
Yunnan,China,2/27/20,174
Yunnan,China,2/28/20,174
Yunnan,China,2/29/20,174
Yunnan,China,3/1/20,174
Yunnan,China,3/2/20,174
Yunnan,China,3/3/20,174
Yunnan,China,3/4/20,174
Yunnan,China,3/5/20,174
Yunnan,China,3/6/20,174
Yunnan,China,3/7/20,174
Yunnan,China,3/8/20,174
Yunnan,China,3/9/20,174
Yunnan,China,3/10/20,174
Yunnan,China,3/11/20,174
Yunnan,China,3/12/20,174
Yunnan,China,3/13/20,174
Yunnan,China,3/14/20,174
Yunnan,China,3/15/20,174
Yunnan,China,3/16/20,176
Yunnan,China,3/17/20,176
Yunnan,China,3/18/20,176
Yunnan,China,3/19/20,176
Yunnan,China,3/20/20,176
Yunnan,China,3/21/20,176
Yunnan,China,3/22/20,176
Yunnan,China,3/23/20,176
Yunnan,China,3/24/20,176
Yunnan,China,3/25/20,176
Yunnan,China,3/26/20,178
Yunnan,China,3/27/20,180
Yunnan,China,3/28/20,180
Yunnan,China,3/29/20,180
Yunnan,China,3/30/20,180
Yunnan,China,3/31/20,182
Yunnan,China,4/1/20,182
Yunnan,China,4/2/20,183
Yunnan,China,4/3/20,184
Yunnan,China,4/4/20,184
Yunnan,China,4/5/20,184
Yunnan,China,4/6/20,184
Yunnan,China,4/7/20,184
Yunnan,China,4/8/20,184
Yunnan,China,4/9/20,184
Yunnan,China,4/10/20,184
Yunnan,China,4/11/20,184
Yunnan,China,4/12/20,184
Yunnan,China,4/13/20,184
Yunnan,China,4/14/20,184
Yunnan,China,4/15/20,184
Yunnan,China,4/16/20,184
Yunnan,China,4/17/20,184
Yunnan,China,4/18/20,184
Yunnan,China,4/19/20,184
Yunnan,China,4/20/20,184
Yunnan,China,4/21/20,184
Yunnan,China,4/22/20,184
Yunnan,China,4/23/20,184
Yunnan,China,4/24/20,185
Yunnan,China,4/25/20,185
Yunnan,China,4/26/20,185
Yunnan,China,4/27/20,185
Yunnan,China,4/28/20,185
Yunnan,China,4/29/20,185
Yunnan,China,4/30/20,185
Yunnan,China,5/1/20,185
Yunnan,China,5/2/20,185
Yunnan,China,5/3/20,185
